id_pedido,id_produto,quantidade,valor_unitario,custo_envio,valor_total_venda
PED01203,PROD0044,3,431.66,37.59,1294.98
PED01438,PROD0074,2,74.05,17.16,148.1
PED01893,PROD0036,1,169.61,29.41,169.61
PED01258,PROD0064,2,292.87,49.65,585.74
PED00854,PROD0008,3,341.43,43.53,1024.29
PED00707,PROD0016,3,384.11,18.7,1152.33
PED01843,PROD0064,4,165.92,18.55,663.68
PED01103,PROD0002,1,81.47,26.76,81.47
PED01670,PROD0025,4,477.87,23.21,1911.48
PED00021,PROD0052,3,47.43,21.7,142.29
PED01500,PROD0030,3,56.94,33.21,170.82
PED00842,PROD0025,4,252.52,5.52,1010.08
PED01463,PROD0022,4,411.44,39.35,1645.76
PED01760,PROD0029,3,389.51,38.3,1168.53
PED01593,PROD0009,4,469.47,42.36,1877.88
PED01116,PROD0071,4,79.39,42.87,317.56
PED00191,PROD0088,1,194.11,30.49,194.11
PED01018,PROD0063,3,148.25,40.1,444.75
PED01126,PROD0021,2,431.83,27.16,863.66
PED00395,PROD0014,1,249.29,47.82,249.29
PED01030,PROD0055,2,23.16,13.58,46.32
PED00639,PROD0073,4,356.9,46.2,1427.6
PED01018,PROD0019,4,200.46,16.63,801.84
PED00566,PROD0046,2,270.26,9.62,540.52
PED00230,PROD0086,4,447.96,24.76,1791.84
PED00873,PROD0052,4,135.8,32.67,543.2
PED00573,PROD0052,1,127.73,15.39,127.73
PED00239,PROD0000,2,138.96,30.01,277.92
PED00089,PROD0001,1,175.67,41.36,175.67
PED00231,PROD0057,2,62.6,16.57,125.2
PED00456,PROD0018,1,351.64,31.11,351.64
PED00232,PROD0061,3,111.63,20.27,334.89
PED00353,PROD0077,3,463.81,28.84,1391.43
PED01004,PROD0071,2,115.69,35.01,231.38
PED01356,PROD0011,3,135.26,20.77,405.78
PED00438,PROD0025,1,155.54,49.75,155.54
PED01398,PROD0026,2,386.58,30.37,773.16
PED01315,PROD0028,3,219.53,42.1,658.59
PED00344,PROD0014,3,411.47,37.63,1234.41
PED00663,PROD0045,2,394.58,43.38,789.16
PED01451,PROD0000,3,465.45,12.82,1396.35
PED00656,PROD0059,3,380.74,15.01,1142.22
PED00129,PROD0091,2,35.44,26.93,70.88
PED00140,PROD0056,3,420.27,43.35,1260.81
PED00414,PROD0002,3,469.66,13.89,1408.98
PED01116,PROD0017,3,496.91,48.7,1490.73
PED00625,PROD0051,3,71.38,10.74,214.14
PED00283,PROD0059,4,310.5,12.88,1242.0
PED01979,PROD0033,2,107.73,12.53,215.46
PED01946,PROD0095,4,138.63,31.37,554.52
PED01678,PROD0092,4,375.34,46.29,1501.36
PED00222,PROD0088,1,489.06,16.48,489.06
PED00743,PROD0059,4,301.48,29.89,1205.92
PED00462,PROD0025,4,426.79,12.91,1707.16
PED01568,PROD0071,1,14.35,33.4,14.35
PED01299,PROD0018,3,27.95,10.55,83.85
PED01705,PROD0021,3,302.39,27.11,907.17
PED01163,PROD0092,4,200.6,34.48,802.4
PED00356,PROD0032,1,445.98,31.06,445.98
PED01736,PROD0037,3,157.97,11.3,473.90999999999997
PED01046,PROD0034,1,221.71,12.26,221.71
PED01991,PROD0066,2,268.68,35.21,537.36
PED01759,PROD0082,2,143.79,41.4,287.58
PED01903,PROD0009,2,455.16,45.86,910.32
PED01293,PROD0090,2,237.62,41.61,475.24
PED00858,PROD0014,4,217.84,48.83,871.36
PED00664,PROD0010,2,426.38,23.37,852.76
PED01356,PROD0089,2,162.87,19.9,325.74
PED01014,PROD0023,1,410.56,6.27,410.56
PED00084,PROD0076,3,69.91,25.25,209.73
PED00620,PROD0095,1,99.57,34.31,99.57
PED01054,PROD0003,4,475.91,41.69,1903.64
PED01764,PROD0012,2,422.8,17.04,845.6
PED00239,PROD0072,3,200.07,28.11,600.21
PED01913,PROD0056,3,322.84,34.79,968.52
PED00362,PROD0097,2,472.06,29.82,944.12
PED00821,PROD0036,2,113.81,17.33,227.62
PED01412,PROD0047,4,38.92,40.83,155.68
PED01676,PROD0070,4,273.36,12.8,1093.44
PED00667,PROD0000,2,79.87,45.72,159.74
PED01322,PROD0059,2,101.79,47.87,203.58
PED01880,PROD0011,2,446.85,21.45,893.7
PED01394,PROD0020,2,13.63,21.93,27.26
PED00098,PROD0010,3,410.24,38.45,1230.72
PED00046,PROD0043,4,263.31,25.53,1053.24
PED00838,PROD0057,2,284.05,6.29,568.1
PED00421,PROD0043,2,339.17,46.39,678.34
PED01503,PROD0077,3,221.41,24.38,664.23
PED01602,PROD0097,1,66.65,14.16,66.65
PED00061,PROD0033,2,60.38,30.0,120.76
PED01132,PROD0024,3,379.64,14.85,1138.92
PED01702,PROD0003,3,118.31,14.27,354.93
PED01572,PROD0063,1,23.77,29.56,23.77
PED01142,PROD0089,4,490.01,22.6,1960.04
PED01009,PROD0015,4,490.39,30.78,1961.56
PED00597,PROD0009,4,195.29,49.86,781.16
PED01405,PROD0065,2,22.51,43.66,45.02
PED00391,PROD0034,4,366.36,5.35,1465.44
PED00976,PROD0082,2,417.2,7.28,834.4
PED01075,PROD0005,2,71.26,32.45,142.52
PED00602,PROD0018,3,76.37,33.18,229.11
PED01312,PROD0058,4,412.89,44.52,1651.56
PED00336,PROD0052,4,461.73,33.31,1846.92
PED00809,PROD0007,4,397.47,15.25,1589.88
PED01227,PROD0077,2,108.37,26.08,216.74
PED01903,PROD0009,2,211.65,41.4,423.3
PED01261,PROD0066,4,304.41,46.53,1217.64
PED01405,PROD0037,2,88.54,15.66,177.08
PED01690,PROD0028,2,113.2,29.28,226.4
PED00751,PROD0014,1,148.61,12.15,148.61
PED01159,PROD0086,1,259.66,27.36,259.66
PED01430,PROD0022,4,260.29,9.06,1041.16
PED01531,PROD0081,4,409.0,47.38,1636.0
PED01385,PROD0045,1,378.97,33.71,378.97
PED01404,PROD0082,2,457.73,43.44,915.46
PED00880,PROD0027,2,418.12,49.92,836.24
PED01599,PROD0025,3,134.4,13.22,403.20000000000005
PED00634,PROD0009,4,172.34,36.24,689.36
PED00253,PROD0046,4,255.21,44.91,1020.84
PED01500,PROD0003,4,16.99,30.92,67.96
PED01137,PROD0054,3,452.91,33.79,1358.73
PED00019,PROD0065,3,31.73,23.35,95.19
PED00527,PROD0066,2,168.0,35.36,336.0
PED01168,PROD0006,1,288.9,22.8,288.9
PED01231,PROD0054,1,263.74,26.45,263.74
PED01554,PROD0079,1,330.69,9.63,330.69
PED00375,PROD0030,2,268.48,5.35,536.96
PED01527,PROD0073,1,122.21,7.48,122.21
PED01927,PROD0018,3,108.53,13.66,325.59000000000003
PED00165,PROD0027,3,454.55,25.55,1363.65
PED01573,PROD0080,4,139.34,5.94,557.36
PED01204,PROD0027,1,147.68,12.02,147.68
PED00860,PROD0018,3,212.35,40.17,637.05
PED00616,PROD0086,4,78.32,39.3,313.28
PED00611,PROD0019,1,258.56,40.54,258.56
PED01625,PROD0012,1,335.87,46.47,335.87
PED01950,PROD0076,3,395.14,10.36,1185.42
PED01835,PROD0042,4,358.61,12.34,1434.44
PED01467,PROD0010,4,82.34,20.01,329.36
PED01355,PROD0047,3,233.47,46.18,700.41
PED00502,PROD0014,3,28.91,39.9,86.73
PED00912,PROD0016,3,18.72,19.59,56.16
PED00078,PROD0053,1,225.66,8.94,225.66
PED00584,PROD0049,3,133.95,32.74,401.84999999999997
PED01958,PROD0027,3,344.85,16.56,1034.5500000000002
PED01961,PROD0082,2,364.88,28.9,729.76
PED00687,PROD0003,3,448.75,47.38,1346.25
PED00395,PROD0021,3,382.73,30.77,1148.19
PED01631,PROD0085,1,33.64,46.57,33.64
PED01880,PROD0038,4,192.1,22.69,768.4
PED01126,PROD0033,1,143.78,33.5,143.78
PED00401,PROD0096,2,199.2,45.23,398.4
PED00974,PROD0043,3,88.44,31.46,265.32
PED00223,PROD0041,3,57.88,32.67,173.64000000000001
PED00517,PROD0039,3,265.28,37.23,795.8399999999999
PED00633,PROD0096,3,362.99,44.69,1088.97
PED00235,PROD0011,3,353.94,8.97,1061.82
PED01450,PROD0001,3,230.96,20.16,692.88
PED00115,PROD0027,2,265.92,22.9,531.84
PED01186,PROD0073,3,263.0,45.94,789.0
PED00225,PROD0085,3,348.87,48.02,1046.6100000000001
PED00229,PROD0080,3,33.48,10.42,100.44
PED00181,PROD0089,2,357.85,10.36,715.7
PED01272,PROD0066,3,295.28,47.07,885.8399999999999
PED01341,PROD0070,2,107.07,18.31,214.14
PED01988,PROD0071,1,34.04,15.88,34.04
PED00209,PROD0083,3,63.18,6.6,189.54
PED01679,PROD0075,4,267.1,17.4,1068.4
PED01415,PROD0098,2,381.62,36.21,763.24
PED01880,PROD0080,1,173.98,24.17,173.98
PED00095,PROD0091,2,195.77,28.26,391.54
PED00893,PROD0009,2,467.73,46.28,935.46
PED01881,PROD0085,1,114.38,10.16,114.38
PED00755,PROD0056,3,60.84,8.21,182.52
PED01109,PROD0096,3,178.27,43.34,534.8100000000001
PED00414,PROD0085,2,375.5,39.87,751.0
PED00393,PROD0036,1,316.78,16.87,316.78
PED00695,PROD0076,3,213.74,19.59,641.22
PED01656,PROD0090,2,482.73,18.96,965.46
PED00843,PROD0063,4,370.15,34.15,1480.6
PED01524,PROD0078,1,40.31,7.75,40.31
PED00603,PROD0085,4,374.87,27.02,1499.48
PED00581,PROD0093,4,21.78,11.02,87.12
PED01939,PROD0039,2,328.66,41.89,657.32
PED00132,PROD0097,1,113.14,22.13,113.14
PED00790,PROD0059,3,351.26,28.74,1053.78
PED00648,PROD0097,3,161.79,6.32,485.37
PED01337,PROD0047,2,437.77,7.62,875.54
PED01722,PROD0098,3,175.09,35.38,525.27
PED00220,PROD0018,3,313.65,39.5,940.9499999999999
PED00975,PROD0071,4,150.1,36.95,600.4
PED01461,PROD0032,4,459.44,38.17,1837.76
PED01069,PROD0043,1,392.69,9.71,392.69
PED01813,PROD0091,4,129.22,36.21,516.88
PED01215,PROD0036,3,474.91,13.18,1424.73
PED01543,PROD0088,1,185.01,9.41,185.01
PED01402,PROD0035,1,329.41,39.07,329.41
PED00787,PROD0080,2,374.0,45.02,748.0
PED00690,PROD0087,4,21.22,37.25,84.88
PED01357,PROD0020,1,479.89,41.25,479.89
PED00038,PROD0001,3,178.78,49.6,536.34
PED01316,PROD0030,1,102.99,11.06,102.99
PED00689,PROD0096,1,426.85,48.43,426.85
PED00161,PROD0029,2,354.42,32.05,708.84
PED01354,PROD0075,3,52.5,41.6,157.5
PED01909,PROD0043,3,67.35,34.26,202.04999999999998
PED01127,PROD0011,4,360.44,30.65,1441.76
PED00160,PROD0050,3,46.64,36.66,139.92000000000002
PED01822,PROD0048,1,459.42,19.41,459.42
PED01658,PROD0023,3,373.35,46.59,1120.0500000000002
PED01077,PROD0023,3,174.39,10.19,523.17
PED01963,PROD0059,1,187.84,19.31,187.84
PED01057,PROD0010,2,258.18,6.4,516.36
PED00241,PROD0012,4,186.88,17.21,747.52
PED00966,PROD0090,4,393.9,14.82,1575.6
PED00889,PROD0071,2,487.62,7.23,975.24
PED00112,PROD0073,1,296.42,27.13,296.42
PED01013,PROD0071,4,228.56,26.09,914.24
PED00317,PROD0063,2,119.16,8.5,238.32
PED00022,PROD0019,2,330.18,16.78,660.36
PED01581,PROD0071,2,345.93,47.9,691.86
PED00823,PROD0072,4,345.74,9.98,1382.96
PED01670,PROD0070,4,23.22,18.73,92.88
PED01141,PROD0077,4,450.57,6.61,1802.28
PED00700,PROD0027,4,175.67,11.7,702.68
PED01666,PROD0001,3,374.64,36.47,1123.92
PED01018,PROD0042,2,382.31,21.5,764.62
PED01957,PROD0007,3,328.77,25.34,986.31
PED01235,PROD0012,2,203.48,12.06,406.96
PED01441,PROD0084,4,308.11,35.7,1232.44
PED01136,PROD0091,4,29.7,38.82,118.8
PED01067,PROD0034,3,383.33,13.15,1149.99
PED00127,PROD0022,1,58.8,7.02,58.8
PED00875,PROD0045,4,204.41,8.64,817.64
PED00157,PROD0014,1,60.77,34.57,60.77
PED01808,PROD0001,2,420.17,11.1,840.34
PED00826,PROD0060,3,279.65,27.23,838.9499999999999
PED01417,PROD0075,1,348.57,11.87,348.57
PED01890,PROD0063,1,344.47,12.66,344.47
PED00851,PROD0051,4,422.39,5.2,1689.56
PED00511,PROD0035,1,74.96,19.44,74.96
PED01937,PROD0066,1,333.27,9.04,333.27
PED00044,PROD0068,2,291.82,22.73,583.64
PED01131,PROD0066,3,25.14,31.9,75.42
PED00218,PROD0046,4,108.7,21.54,434.8
PED00442,PROD0082,4,141.11,36.73,564.44
PED01853,PROD0001,1,45.55,38.37,45.55
PED00314,PROD0043,2,183.81,36.35,367.62
PED00176,PROD0063,1,23.33,47.15,23.33
PED00227,PROD0080,1,281.06,15.68,281.06
PED01726,PROD0077,4,113.64,13.53,454.56
PED01695,PROD0027,1,150.63,32.44,150.63
PED01929,PROD0090,1,456.13,31.77,456.13
PED00266,PROD0053,2,256.38,27.95,512.76
PED00869,PROD0073,4,141.82,5.2,567.28
PED00837,PROD0066,3,303.25,29.99,909.75
PED01402,PROD0035,2,108.82,46.98,217.64
PED00488,PROD0062,2,46.45,20.06,92.9
PED00701,PROD0024,2,20.24,48.54,40.48
PED00686,PROD0085,4,476.25,21.05,1905.0
PED01313,PROD0047,1,365.06,11.29,365.06
PED00995,PROD0038,3,401.97,22.93,1205.91
PED00356,PROD0046,4,490.65,27.26,1962.6
PED01680,PROD0093,1,466.5,33.33,466.5
PED01767,PROD0020,2,371.09,27.72,742.18
PED00871,PROD0029,4,350.05,29.15,1400.2
PED01973,PROD0091,1,175.06,6.08,175.06
PED00203,PROD0030,3,60.97,16.41,182.91
PED01236,PROD0025,3,291.12,18.98,873.36
PED00551,PROD0021,1,292.36,49.42,292.36
PED01810,PROD0020,4,476.6,18.3,1906.4
PED00322,PROD0000,2,226.86,45.35,453.72
PED00593,PROD0036,1,348.5,18.71,348.5
PED00180,PROD0076,2,291.74,9.32,583.48
PED00498,PROD0084,3,96.61,16.14,289.83
PED01343,PROD0045,1,300.11,17.28,300.11
PED00082,PROD0008,3,274.66,49.02,823.98
PED00302,PROD0016,2,252.01,35.34,504.02
PED00261,PROD0046,2,261.58,46.93,523.16
PED00783,PROD0084,1,90.35,42.57,90.35
PED01223,PROD0094,1,237.1,31.04,237.1
PED01263,PROD0058,1,306.77,35.39,306.77
PED00913,PROD0053,3,249.83,33.12,749.49
PED00691,PROD0085,2,249.46,34.98,498.92
PED00943,PROD0011,2,47.98,16.91,95.96
PED00682,PROD0063,3,103.48,23.37,310.44
PED01318,PROD0005,1,167.28,31.67,167.28
PED01535,PROD0052,4,215.48,6.62,861.92
PED00688,PROD0015,1,301.03,26.73,301.03
PED01904,PROD0089,4,433.04,43.69,1732.16
PED00395,PROD0004,4,87.99,27.16,351.96
PED01772,PROD0072,3,17.39,29.85,52.17
PED01161,PROD0045,2,230.13,14.09,460.26
PED00838,PROD0013,2,221.73,40.75,443.46
PED00877,PROD0043,2,280.43,21.15,560.86
PED00822,PROD0062,2,418.28,48.05,836.56
PED01152,PROD0093,3,403.16,49.72,1209.48
PED00048,PROD0051,4,59.02,46.22,236.08
PED01699,PROD0025,2,467.66,8.82,935.32
PED00788,PROD0052,4,64.1,19.99,256.4
PED00292,PROD0028,3,320.94,47.53,962.8199999999999
PED01651,PROD0018,1,339.48,41.2,339.48
PED00535,PROD0046,3,343.14,46.0,1029.42
PED00310,PROD0007,2,140.02,30.76,280.04
PED00536,PROD0022,1,171.87,26.62,171.87
PED01926,PROD0034,3,278.85,9.79,836.5500000000001
PED00638,PROD0094,3,107.8,42.78,323.4
PED00233,PROD0052,4,19.95,38.53,79.8
PED01232,PROD0098,3,285.45,7.65,856.3499999999999
PED00604,PROD0095,1,237.99,14.42,237.99
PED00093,PROD0057,3,331.8,30.08,995.4000000000001
PED00326,PROD0004,2,81.88,35.8,163.76
PED00224,PROD0015,4,422.05,11.2,1688.2
PED00966,PROD0016,1,81.65,16.02,81.65
PED00889,PROD0031,1,446.76,13.69,446.76
PED01815,PROD0095,3,230.27,14.9,690.8100000000001
PED00010,PROD0051,2,279.4,46.43,558.8
PED01352,PROD0019,4,449.32,37.21,1797.28
PED01035,PROD0065,1,156.96,38.17,156.96
PED00034,PROD0083,4,99.1,40.73,396.4
PED00446,PROD0081,3,228.42,21.05,685.26
PED01475,PROD0000,2,129.74,39.52,259.48
PED01763,PROD0057,3,268.64,49.03,805.92
PED01243,PROD0092,4,144.88,36.43,579.52
PED00440,PROD0092,3,433.6,23.75,1300.8000000000002
PED00652,PROD0082,4,307.59,37.24,1230.36
PED01558,PROD0043,1,10.12,45.54,10.12
PED00594,PROD0005,1,404.68,10.79,404.68
PED00228,PROD0049,3,171.8,16.94,515.4000000000001
PED01958,PROD0071,1,166.9,46.37,166.9
PED00343,PROD0087,4,197.7,47.58,790.8
PED01103,PROD0019,1,318.83,26.79,318.83
PED01376,PROD0013,2,226.61,21.85,453.22
PED01419,PROD0004,2,318.03,17.73,636.06
PED01313,PROD0040,3,81.92,27.44,245.76
PED01478,PROD0039,3,485.38,47.05,1456.1399999999999
PED01866,PROD0033,3,367.51,11.74,1102.53
PED01694,PROD0079,3,132.6,23.89,397.79999999999995
PED00988,PROD0044,4,364.84,46.02,1459.36
PED01151,PROD0070,4,291.76,20.71,1167.04
PED01725,PROD0079,2,63.5,39.56,127.0
PED00908,PROD0070,4,97.32,22.52,389.28
PED01566,PROD0026,1,30.24,41.22,30.24
PED01921,PROD0077,2,406.53,49.15,813.06
PED01382,PROD0077,3,280.34,22.45,841.02
PED00526,PROD0043,3,165.21,43.03,495.63
PED01336,PROD0032,4,71.91,49.48,287.64
PED00074,PROD0032,2,247.18,49.27,494.36
PED01569,PROD0043,4,267.38,24.52,1069.52
PED01894,PROD0019,4,353.95,26.86,1415.8
PED00195,PROD0035,4,485.27,18.65,1941.08
PED01866,PROD0006,2,223.12,19.13,446.24
PED00028,PROD0031,3,208.96,27.16,626.88
PED00705,PROD0066,1,191.27,14.02,191.27
PED01020,PROD0038,3,415.19,37.0,1245.57
PED00015,PROD0092,2,86.6,29.13,173.2
PED01446,PROD0023,3,178.47,45.41,535.41
PED01612,PROD0085,3,365.24,41.48,1095.72
PED00804,PROD0069,1,17.69,19.51,17.69
PED01616,PROD0087,3,151.8,27.76,455.40000000000003
PED01428,PROD0086,3,324.31,38.77,972.9300000000001
PED00939,PROD0053,3,101.12,13.69,303.36
PED01659,PROD0037,4,158.33,6.42,633.32
PED01554,PROD0073,2,248.16,43.35,496.32
PED00966,PROD0079,2,216.79,11.19,433.58
PED01637,PROD0074,1,61.95,45.02,61.95
PED01927,PROD0031,4,469.74,46.11,1878.96
PED01100,PROD0044,4,31.7,25.73,126.8
PED00228,PROD0060,3,377.37,41.31,1132.1100000000001
PED00961,PROD0069,2,45.0,21.34,90.0
PED01320,PROD0087,1,238.97,43.62,238.97
PED01533,PROD0096,4,95.95,42.11,383.8
PED00714,PROD0052,3,79.14,8.53,237.42000000000002
PED00983,PROD0050,1,71.69,31.22,71.69
PED01989,PROD0075,4,231.87,33.8,927.48
PED00572,PROD0055,1,262.59,5.04,262.59
PED01561,PROD0026,4,75.36,49.1,301.44
PED01606,PROD0037,1,489.9,23.3,489.9
PED00614,PROD0061,4,136.31,28.28,545.24
PED00325,PROD0017,4,234.83,13.77,939.32
PED01386,PROD0063,1,115.97,32.49,115.97
PED01692,PROD0076,4,252.02,41.48,1008.08
PED00874,PROD0029,4,380.45,31.37,1521.8
PED00358,PROD0048,4,265.34,40.46,1061.36
PED01729,PROD0040,1,149.97,37.9,149.97
PED01810,PROD0012,1,131.71,15.69,131.71
PED00323,PROD0033,4,381.88,24.61,1527.52
PED01721,PROD0099,4,67.94,11.69,271.76
PED01349,PROD0093,1,191.28,6.89,191.28
PED01648,PROD0024,3,84.23,7.84,252.69
PED01848,PROD0065,4,136.41,47.41,545.64
PED00164,PROD0099,3,84.81,49.3,254.43
PED01596,PROD0017,1,444.52,9.27,444.52
PED01627,PROD0004,4,368.63,20.08,1474.52
PED00797,PROD0018,3,284.85,10.15,854.5500000000001
PED00454,PROD0041,1,119.97,42.54,119.97
PED01992,PROD0017,3,260.01,27.33,780.03
PED01176,PROD0031,2,265.21,32.96,530.42
PED01760,PROD0020,1,299.3,29.3,299.3
PED01150,PROD0009,2,39.44,36.96,78.88
PED00192,PROD0036,1,486.72,19.36,486.72
PED00626,PROD0048,1,238.07,11.19,238.07
PED01797,PROD0085,4,464.0,5.79,1856.0
PED00529,PROD0012,2,14.81,25.06,29.62
PED01033,PROD0054,2,131.3,45.85,262.6
PED00091,PROD0016,2,60.96,18.74,121.92
PED00138,PROD0008,1,387.11,13.82,387.11
PED00480,PROD0087,2,166.86,46.67,333.72
PED00448,PROD0043,2,421.84,9.75,843.68
PED01356,PROD0077,4,417.87,7.33,1671.48
PED00868,PROD0045,3,337.22,44.57,1011.6600000000001
PED00339,PROD0007,3,336.23,36.54,1008.69
PED01984,PROD0036,2,353.08,23.99,706.16
PED01075,PROD0018,2,340.14,38.86,680.28
PED01730,PROD0062,2,199.59,38.36,399.18
PED00465,PROD0091,2,344.59,6.8,689.18
PED00717,PROD0045,3,449.73,35.43,1349.19
PED00798,PROD0093,4,172.96,33.84,691.84
PED00474,PROD0070,1,473.0,48.37,473.0
PED00400,PROD0025,2,16.65,48.5,33.3
PED01462,PROD0045,2,181.05,22.0,362.1
PED01901,PROD0045,3,74.73,31.54,224.19
PED00604,PROD0074,2,72.04,11.36,144.08
PED00931,PROD0013,4,409.56,7.99,1638.24
PED00996,PROD0084,4,460.0,24.48,1840.0
PED00921,PROD0062,2,391.1,36.04,782.2
PED00820,PROD0071,3,488.54,30.55,1465.6200000000001
PED00656,PROD0002,2,116.0,24.33,232.0
PED00597,PROD0027,2,78.99,41.82,157.98
PED01532,PROD0028,3,265.14,40.75,795.42
PED01176,PROD0086,4,416.23,37.94,1664.92
PED00513,PROD0017,1,29.52,8.47,29.52
PED01526,PROD0034,2,497.83,40.84,995.66
PED01877,PROD0076,4,305.1,46.37,1220.4
PED01924,PROD0075,2,489.68,7.67,979.36
PED01795,PROD0046,1,188.89,23.08,188.89
PED01699,PROD0004,3,234.43,49.48,703.29
PED01029,PROD0074,4,378.66,31.97,1514.64
PED00499,PROD0058,1,398.42,28.11,398.42
PED01684,PROD0074,2,124.19,12.99,248.38
PED00716,PROD0058,1,465.6,30.45,465.6
PED01141,PROD0046,4,435.04,24.76,1740.16
PED01508,PROD0094,3,18.92,10.73,56.760000000000005
PED00600,PROD0094,2,73.0,25.89,146.0
PED00665,PROD0012,3,253.09,12.4,759.27
PED01974,PROD0077,3,235.87,37.88,707.61
PED01702,PROD0088,1,357.11,48.81,357.11
PED00467,PROD0032,1,53.96,26.13,53.96
PED00160,PROD0096,4,325.98,33.46,1303.92
PED00269,PROD0061,4,312.02,24.39,1248.08
PED01079,PROD0078,3,124.47,11.23,373.40999999999997
PED00227,PROD0015,4,275.77,48.67,1103.08
PED00848,PROD0043,3,118.88,10.83,356.64
PED00148,PROD0057,2,81.99,10.02,163.98
PED01069,PROD0005,3,290.84,25.66,872.52
PED01167,PROD0088,4,488.96,34.65,1955.84
PED01773,PROD0014,4,126.1,20.97,504.4
PED01807,PROD0003,3,184.11,13.66,552.33
PED00631,PROD0055,1,135.72,41.85,135.72
PED01363,PROD0063,3,140.57,21.34,421.71
PED00412,PROD0067,3,208.05,13.74,624.1500000000001
PED01755,PROD0093,1,353.91,21.43,353.91
PED00519,PROD0033,2,29.01,14.65,58.02
PED01367,PROD0090,1,478.99,28.38,478.99
PED00386,PROD0094,4,32.68,35.07,130.72
PED01496,PROD0055,1,441.81,40.98,441.81
PED00274,PROD0031,4,448.25,15.24,1793.0
PED00352,PROD0008,4,267.0,12.51,1068.0
PED01089,PROD0062,3,77.13,5.88,231.39
PED01102,PROD0071,3,286.92,15.26,860.76
PED00597,PROD0077,2,318.03,6.08,636.06
PED01659,PROD0032,4,430.3,20.55,1721.2
PED01225,PROD0086,3,279.94,11.56,839.8199999999999
PED01685,PROD0020,4,211.25,31.1,845.0
PED00557,PROD0054,2,420.76,22.27,841.52
PED00112,PROD0075,4,490.67,9.21,1962.68
PED01114,PROD0056,2,326.1,22.99,652.2
PED00140,PROD0001,2,438.45,14.42,876.9
PED01312,PROD0012,2,303.38,35.61,606.76
PED01924,PROD0003,3,348.0,21.4,1044.0
PED00729,PROD0083,1,347.2,11.62,347.2
PED00588,PROD0049,1,355.35,20.73,355.35
PED00410,PROD0047,3,167.3,15.1,501.90000000000003
PED00376,PROD0077,4,292.07,40.81,1168.28
PED01407,PROD0029,3,301.13,49.25,903.39
PED01869,PROD0028,4,164.39,6.15,657.56
PED01175,PROD0007,2,181.43,36.05,362.86
PED01858,PROD0011,3,383.5,16.88,1150.5
PED00750,PROD0040,1,295.53,7.99,295.53
PED00626,PROD0025,4,83.11,5.65,332.44
PED01342,PROD0049,3,420.44,44.65,1261.32
PED01392,PROD0001,3,442.73,20.91,1328.19
PED01629,PROD0054,4,238.41,49.75,953.64
PED00994,PROD0055,2,112.36,24.91,224.72
PED01583,PROD0013,2,474.33,13.44,948.66
PED00702,PROD0005,2,442.31,39.97,884.62
PED00461,PROD0094,2,129.75,46.69,259.5
PED00011,PROD0080,4,56.84,41.7,227.36
PED01179,PROD0088,1,225.92,38.53,225.92
PED01707,PROD0060,3,341.43,20.06,1024.29
PED00476,PROD0095,3,95.94,7.9,287.82
PED00938,PROD0011,2,261.47,14.06,522.94
PED00400,PROD0012,4,218.45,25.11,873.8
PED00807,PROD0018,1,446.37,48.03,446.37
PED00176,PROD0043,1,220.49,37.53,220.49
PED01364,PROD0088,3,271.55,42.27,814.6500000000001
PED00056,PROD0094,2,478.09,17.48,956.18
PED01878,PROD0058,3,156.85,35.77,470.54999999999995
PED01875,PROD0036,3,151.61,43.81,454.83000000000004
PED00447,PROD0024,1,401.8,26.57,401.8
PED00202,PROD0015,4,145.99,24.35,583.96
PED01720,PROD0037,1,417.61,37.37,417.61
PED01656,PROD0042,3,56.81,30.2,170.43
PED00737,PROD0086,2,64.52,49.69,129.04
PED00201,PROD0013,2,451.65,24.13,903.3
PED01353,PROD0005,4,275.0,12.92,1100.0
PED00362,PROD0088,4,362.22,26.24,1448.88
PED00891,PROD0022,4,120.39,15.58,481.56
PED00453,PROD0059,3,91.47,30.26,274.40999999999997
PED00355,PROD0011,3,419.13,10.66,1257.3899999999999
PED00215,PROD0012,4,185.73,47.75,742.92
PED00971,PROD0099,2,232.97,43.69,465.94
PED00554,PROD0097,2,23.71,12.0,47.42
PED00886,PROD0005,2,199.08,12.76,398.16
PED00022,PROD0062,3,387.51,28.06,1162.53
PED00154,PROD0037,1,412.42,39.78,412.42
PED01209,PROD0049,2,352.39,14.86,704.78
PED00248,PROD0051,2,349.17,7.74,698.34
PED00748,PROD0039,2,258.06,29.55,516.12
PED00804,PROD0007,4,273.78,36.12,1095.12
PED00133,PROD0060,3,373.89,16.0,1121.67
PED00320,PROD0007,4,131.18,38.29,524.72
PED00389,PROD0096,4,123.44,47.78,493.76
PED00433,PROD0033,1,475.46,11.17,475.46
PED01045,PROD0078,4,23.57,28.0,94.28
PED00872,PROD0099,1,78.34,7.56,78.34
PED01623,PROD0059,4,289.46,14.3,1157.84
PED01688,PROD0056,2,371.54,9.04,743.08
PED01148,PROD0098,3,273.57,23.18,820.71
PED01102,PROD0045,4,183.98,41.94,735.92
PED00857,PROD0021,1,489.21,30.97,489.21
PED01991,PROD0086,3,354.89,15.02,1064.67
PED00050,PROD0039,1,417.38,6.8,417.38
PED01751,PROD0044,2,29.72,29.9,59.44
PED00175,PROD0054,4,125.6,10.98,502.4
PED00869,PROD0050,3,193.34,20.42,580.02
PED00252,PROD0085,2,99.47,27.96,198.94
